Method	Dataset	Metric	Value	Set
EpitopeTransfer(ESM2)	Mononegavirales	PPV	0.586264656616415	Holdout
EpitopeTransfer(ESM2)	Mononegavirales	NPV	0.826436781609195	Holdout
EpitopeTransfer(ESM2)	Mononegavirales	Sensitivity	0.698602794411178	Holdout
EpitopeTransfer(ESM2)	Mononegavirales	Specificity	0.744306418219462	Holdout
EpitopeTransfer(ESM2)	Mononegavirales	Balanced accuracy	0.72145460631532	Holdout
EpitopeTransfer(ESM2)	Mononegavirales	Accuracy	0.728698023176551	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	AUC	0.520650139799689	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	F1	0.257157730348777	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	MCC	-0.0155477994384481	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	PPV	0.502032520325203	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	NPV	0.477684489615555	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	Sensitivity	0.172848145556333	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	Specificity	0.815233785822021	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	Balanced accuracy	0.494040965689177	Holdout
EpitopeTransfer(ESM2)	M. tuberculosis	Accuracy	0.482032667876588	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	AUC	0.648580121703854	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	F1	0.351648351648352	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	MCC	0.167775747050308	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	PPV	0.258064516129032	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	NPV	0.87378640776699	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	Sensitivity	0.551724137931034	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	Specificity	0.661764705882353	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	Balanced accuracy	0.606744421906694	Holdout
EpitopeTransfer(ESM2)	Orthopoxvirus	Accuracy	0.642424242424242	Holdout
EpitopeTransfer(ESM2)	O. volvulus	AUC	0.605610129427265	Holdout
EpitopeTransfer(ESM2)	O. volvulus	F1	0.141935483870968	Holdout
EpitopeTransfer(ESM2)	O. volvulus	MCC	0.0950153056006651	Holdout
EpitopeTransfer(ESM2)	O. volvulus	PPV	0.305555555555556	Holdout
EpitopeTransfer(ESM2)	O. volvulus	NPV	0.857457105147382	Holdout
EpitopeTransfer(ESM2)	O. volvulus	Sensitivity	0.092436974789916	Holdout
EpitopeTransfer(ESM2)	O. volvulus	Specificity	0.962944664031621	Holdout
EpitopeTransfer(ESM2)	O. volvulus	Balanced accuracy	0.527690819410768	Holdout
EpitopeTransfer(ESM2)	O. volvulus	Accuracy	0.832423351532969	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	AUC	0.719603441825664	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	F1	0.741721854304636	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	MCC	0.248841822914364	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	PPV	0.8	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	NPV	0.431818181818182	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	Sensitivity	0.691358024691358	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	Specificity	0.575757575757576	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	Balanced accuracy	0.633557800224467	Holdout
EpitopeTransfer(ESM2)	P. aeruginosa	Accuracy	0.657894736842105	Holdout
EpitopeTransfer(ESM2)	P. falciparum	AUC	0.793691720213756	Holdout
EpitopeTransfer(ESM2)	P. falciparum	F1	0.80458495100758	Holdout
EpitopeTransfer(ESM2)	P. falciparum	MCC	0.409890793054393	Holdout
EpitopeTransfer(ESM2)	P. falciparum	PPV	0.742915670877433	Holdout
EpitopeTransfer(ESM2)	P. falciparum	NPV	0.708253358925144	Holdout
EpitopeTransfer(ESM2)	P. falciparum	Sensitivity	0.87741935483871	Holdout
EpitopeTransfer(ESM2)	P. falciparum	Specificity	0.494969818913481	Holdout
EpitopeTransfer(ESM2)	P. falciparum	Balanced accuracy	0.686194586876095	Holdout
EpitopeTransfer(ESM2)	P. falciparum	Accuracy	0.733820196424075	Holdout
EpitopeTransfer(ESM2)	S. mansoni	AUC	0.538916454724315	Holdout
EpitopeTransfer(ESM2)	S. mansoni	F1	0.368471035137702	Holdout
EpitopeTransfer(ESM2)	S. mansoni	MCC	0.0685676487827733	Holdout
EpitopeTransfer(ESM2)	S. mansoni	PPV	0.324414715719064	Holdout
EpitopeTransfer(ESM2)	S. mansoni	NPV	0.739520958083832	Holdout
EpitopeTransfer(ESM2)	S. mansoni	Sensitivity	0.426373626373626	Holdout
EpitopeTransfer(ESM2)	S. mansoni	Specificity	0.647161572052402	Holdout
EpitopeTransfer(ESM2)	S. mansoni	Balanced accuracy	0.536767599213014	Holdout
EpitopeTransfer(ESM2)	S. mansoni	Accuracy	0.584375	Holdout
EpitopeTransfer(ESM2)	T. gondii	AUC	0.651398106843651	Holdout
EpitopeTransfer(ESM2)	T. gondii	F1	0.831509846827133	Holdout
EpitopeTransfer(ESM2)	T. gondii	MCC	0.311698750416755	Holdout
EpitopeTransfer(ESM2)	T. gondii	PPV	0.745098039215686	Holdout
EpitopeTransfer(ESM2)	T. gondii	NPV	0.684210526315789	Holdout
EpitopeTransfer(ESM2)	T. gondii	Sensitivity	0.940594059405941	Holdout
EpitopeTransfer(ESM2)	T. gondii	Specificity	0.285714285714286	Holdout
EpitopeTransfer(ESM2)	T. gondii	Balanced accuracy	0.613154172560113	Holdout
EpitopeTransfer(ESM2)	T. gondii	Accuracy	0.737201365187713	Holdout
EpitopeVec	B. pertussis	AUC	0.750333778371162	Holdout
EpitopeVec	B. pertussis	F1	0.753926701570681	Holdout
EpitopeVec	B. pertussis	MCC	0.351266224542177	Holdout
EpitopeVec	B. pertussis	PPV	0.857142857142857	Holdout
EpitopeVec	B. pertussis	NPV	0.461538461538462	Holdout
EpitopeVec	B. pertussis	Sensitivity	0.672897196261682	Holdout
EpitopeVec	B. pertussis	Specificity	0.714285714285714	Holdout
EpitopeVec	B. pertussis	Balanced accuracy	0.693591455273698	Holdout
EpitopeVec	B. pertussis	Accuracy	0.684563758389262	Holdout
EpitopeVec	C. difficile	AUC	0.850900845691874	Holdout
EpitopeVec	C. difficile	F1	0.281786941580756	Holdout
EpitopeVec	C. difficile	MCC	0.279068803317255	Holdout
EpitopeVec	C. difficile	PPV	0.164	Holdout
EpitopeVec	C. difficile	NPV	1	Holdout
EpitopeVec	C. difficile	Sensitivity	1	Holdout
EpitopeVec	C. difficile	Specificity	0.474874371859296	Holdout
EpitopeVec	C. difficile	Balanced accuracy	0.737437185929648	Holdout
EpitopeVec	C. difficile	Accuracy	0.523917995444191	Holdout
EpitopeVec	Corynebacterium	AUC	0.727777777777778	Holdout
EpitopeVec	Corynebacterium	F1	0.672131147540984	Holdout
EpitopeVec	Corynebacterium	MCC	0.314747177484697	Holdout
EpitopeVec	Corynebacterium	PPV	0.602941176470588	Holdout
EpitopeVec	Corynebacterium	NPV	0.717391304347826	Holdout
EpitopeVec	Corynebacterium	Sensitivity	0.759259259259259	Holdout
EpitopeVec	Corynebacterium	Specificity	0.55	Holdout
EpitopeVec	Corynebacterium	Balanced accuracy	0.65462962962963	Holdout
EpitopeVec	Corynebacterium	Accuracy	0.649122807017544	Holdout
EpitopeVec	C. trachomatis	AUC	0.716843938253012	Holdout
EpitopeVec	C. trachomatis	F1	0.623700623700624	Holdout
EpitopeVec	C. trachomatis	MCC	0.286409024729244	Holdout
EpitopeVec	C. trachomatis	PPV	0.666666666666667	Holdout
EpitopeVec	C. trachomatis	NPV	0.621428571428571	Holdout
EpitopeVec	C. trachomatis	Sensitivity	0.5859375	Holdout
EpitopeVec	C. trachomatis	Specificity	0.698795180722892	Holdout
EpitopeVec	C. trachomatis	Balanced accuracy	0.642366340361446	Holdout
EpitopeVec	C. trachomatis	Accuracy	0.641584158415842	Holdout
EpitopeVec	E. coli	AUC	0.533291001451379	Holdout
EpitopeVec	E. coli	F1	0.62781954887218	Holdout
EpitopeVec	E. coli	MCC	0.0307202245065396	Holdout
EpitopeVec	E. coli	PPV	0.759090909090909	Holdout
EpitopeVec	E. coli	NPV	0.267676767676768	Holdout
EpitopeVec	E. coli	Sensitivity	0.53525641025641	Holdout
EpitopeVec	E. coli	Specificity	0.5	Holdout
EpitopeVec	E. coli	Balanced accuracy	0.517628205128205	Holdout
EpitopeVec	E. coli	Accuracy	0.526315789473684	Holdout
EpitopeVec	Enterobacteriaceae	AUC	0.548960986545564	Holdout
EpitopeVec	Enterobacteriaceae	F1	0.533575317604356	Holdout
EpitopeVec	Enterobacteriaceae	MCC	0.0607265436663316	Holdout
EpitopeVec	Enterobacteriaceae	PPV	0.49746192893401	Holdout
EpitopeVec	Enterobacteriaceae	NPV	0.563380281690141	Holdout
EpitopeVec	Enterobacteriaceae	Sensitivity	0.575342465753425	Holdout
EpitopeVec	Enterobacteriaceae	Specificity	0.48526863084922	Holdout
EpitopeVec	Enterobacteriaceae	Balanced accuracy	0.530305548301322	Holdout
EpitopeVec	Enterobacteriaceae	Accuracy	0.527573529411765	Holdout
EpitopeVec	Filoviridae	AUC	0.752104660560345	Holdout
EpitopeVec	Filoviridae	F1	0.271386430678466	Holdout
EpitopeVec	Filoviridae	MCC	0.202045026358531	Holdout
EpitopeVec	Filoviridae	PPV	0.163701067615658	Holdout
EpitopeVec	Filoviridae	NPV	0.958477508650519	Holdout
EpitopeVec	Filoviridae	Sensitivity	0.793103448275862	Holdout
EpitopeVec	Filoviridae	Specificity	0.541015625	Holdout
EpitopeVec	Filoviridae	Balanced accuracy	0.667059536637931	Holdout
EpitopeVec	Filoviridae	Accuracy	0.566666666666667	Holdout
EpitopeVec	Human Gammaherpesvirus 4	AUC	0.559555719875528	Holdout
EpitopeVec	Human Gammaherpesvirus 4	F1	0.507607192254495	Holdout
EpitopeVec	Human Gammaherpesvirus 4	MCC	0.0703235169263604	Holdout
EpitopeVec	Human Gammaherpesvirus 4	PPV	0.490641711229946	Holdout
EpitopeVec	Human Gammaherpesvirus 4	NPV	0.579415501905972	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Sensitivity	0.525787965616046	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Specificity	0.544802867383513	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Balanced accuracy	0.535295416499779	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Accuracy	0.536156351791531	Holdout
EpitopeVec	Influenza A	AUC	0.630114871737447	Holdout
EpitopeVec	Influenza A	F1	0.797927461139896	Holdout
EpitopeVec	Influenza A	MCC	0.138664382975527	Holdout
EpitopeVec	Influenza A	PPV	0.781725888324873	Holdout
EpitopeVec	Influenza A	NPV	0.363636363636364	Holdout
EpitopeVec	Influenza A	Sensitivity	0.814814814814815	Holdout
EpitopeVec	Influenza A	Specificity	0.317460317460317	Holdout
EpitopeVec	Influenza A	Balanced accuracy	0.566137566137566	Holdout
EpitopeVec	Influenza A	Accuracy	0.69047619047619	Holdout
EpitopeVec	Lentivirus	AUC	0.595998595998596	Holdout
EpitopeVec	Lentivirus	F1	0.571428571428571	Holdout
EpitopeVec	Lentivirus	MCC	0.0674723421055707	Holdout
EpitopeVec	Lentivirus	PPV	0.692307692307692	Holdout
EpitopeVec	Lentivirus	NPV	0.371900826446281	Holdout
EpitopeVec	Lentivirus	Sensitivity	0.486486486486487	Holdout
EpitopeVec	Lentivirus	Specificity	0.584415584415584	Holdout
EpitopeVec	Lentivirus	Balanced accuracy	0.535451035451035	Holdout
EpitopeVec	Lentivirus	Accuracy	0.52	Holdout
EpitopeVec	Measles morbilivirus	AUC	0.537928921568627	Holdout
EpitopeVec	Measles morbilivirus	F1	0.58679706601467	Holdout
EpitopeVec	Measles morbilivirus	MCC	0.0907151323802073	Holdout
EpitopeVec	Measles morbilivirus	PPV	0.502092050209205	Holdout
EpitopeVec	Measles morbilivirus	NPV	0.59349593495935	Holdout
EpitopeVec	Measles morbilivirus	Sensitivity	0.705882352941177	Holdout
EpitopeVec	Measles morbilivirus	Specificity	0.380208333333333	Holdout
EpitopeVec	Measles morbilivirus	Balanced accuracy	0.543045343137255	Holdout
EpitopeVec	Measles morbilivirus	Accuracy	0.533149171270718	Holdout
EpitopeVec	Mononegavirales	AUC	0.670966555501833	Holdout
EpitopeVec	Mononegavirales	F1	0.494533221194281	Holdout
EpitopeVec	Mononegavirales	MCC	0.170058233901862	Holdout
EpitopeVec	Mononegavirales	PPV	0.427325581395349	Holdout
EpitopeVec	Mononegavirales	NPV	0.734274711168164	Holdout
EpitopeVec	Mononegavirales	Sensitivity	0.586826347305389	Holdout
EpitopeVec	Mononegavirales	Specificity	0.592132505175983	Holdout
EpitopeVec	Mononegavirales	Balanced accuracy	0.589479426240686	Holdout
EpitopeVec	Mononegavirales	Accuracy	0.590320381731425	Holdout
EpitopeVec	M. tuberculosis	AUC	0.519018879554836	Holdout
EpitopeVec	M. tuberculosis	F1	0.51006711409396	Holdout
EpitopeVec	M. tuberculosis	MCC	-0.00756799064341671	Holdout
EpitopeVec	M. tuberculosis	PPV	0.514978601997147	Holdout
EpitopeVec	M. tuberculosis	NPV	0.477457501847746	Holdout
EpitopeVec	M. tuberculosis	Sensitivity	0.505248425472358	Holdout
EpitopeVec	M. tuberculosis	Specificity	0.487179487179487	Holdout
EpitopeVec	M. tuberculosis	Balanced accuracy	0.496213956325923	Holdout
EpitopeVec	M. tuberculosis	Accuracy	0.496551724137931	Holdout
EpitopeVec	Orthopoxvirus	AUC	0.677548174442191	Holdout
EpitopeVec	Orthopoxvirus	F1	0.138248847926267	Holdout
EpitopeVec	Orthopoxvirus	MCC	-0.206270051903523	Holdout
EpitopeVec	Orthopoxvirus	PPV	0.0943396226415094	Holdout
EpitopeVec	Orthopoxvirus	NPV	0.748538011695906	Holdout
EpitopeVec	Orthopoxvirus	Sensitivity	0.258620689655172	Holdout
EpitopeVec	Orthopoxvirus	Specificity	0.470588235294118	Holdout
EpitopeVec	Orthopoxvirus	Balanced accuracy	0.364604462474645	Holdout
EpitopeVec	Orthopoxvirus	Accuracy	0.433333333333333	Holdout
EpitopeVec	O. volvulus	AUC	0.584837690016718	Holdout
EpitopeVec	O. volvulus	F1	0.261989978525412	Holdout
EpitopeVec	O. volvulus	MCC	0.0641956098733158	Holdout
EpitopeVec	O. volvulus	PPV	0.175961538461538	Holdout
EpitopeVec	O. volvulus	NPV	0.870246085011186	Holdout
EpitopeVec	O. volvulus	Sensitivity	0.512605042016807	Holdout
EpitopeVec	O. volvulus	Specificity	0.576581027667984	Holdout
EpitopeVec	O. volvulus	Balanced accuracy	0.544593034842395	Holdout
EpitopeVec	O. volvulus	Accuracy	0.566988660226796	Holdout
EpitopeVec	P. aeruginosa	AUC	0.565282454171343	Holdout
EpitopeVec	P. aeruginosa	F1	0.697986577181208	Holdout
EpitopeVec	P. aeruginosa	MCC	0.145250099587134	Holdout
EpitopeVec	P. aeruginosa	PPV	0.764705882352941	Holdout
EpitopeVec	P. aeruginosa	NPV	0.369565217391304	Holdout
EpitopeVec	P. aeruginosa	Sensitivity	0.641975308641975	Holdout
EpitopeVec	P. aeruginosa	Specificity	0.515151515151515	Holdout
EpitopeVec	P. aeruginosa	Balanced accuracy	0.578563411896745	Holdout
EpitopeVec	P. aeruginosa	Accuracy	0.605263157894737	Holdout
EpitopeVec	P. falciparum	AUC	0.511606331537613	Holdout
EpitopeVec	P. falciparum	F1	0.642390659014447	Holdout
EpitopeVec	P. falciparum	MCC	0.0175192350439778	Holdout
EpitopeVec	P. falciparum	PPV	0.630781189273222	Holdout
EpitopeVec	P. falciparum	NPV	0.386981402002861	Holdout
EpitopeVec	P. falciparum	Sensitivity	0.654435483870968	Holdout
EpitopeVec	P. falciparum	Specificity	0.362843729040912	Holdout
EpitopeVec	P. falciparum	Balanced accuracy	0.50863960645594	Holdout
EpitopeVec	P. falciparum	Accuracy	0.544950893981365	Holdout
EpitopeVec	S. mansoni	AUC	0.55340371418974	Holdout
EpitopeVec	S. mansoni	F1	0.295546558704453	Holdout
EpitopeVec	S. mansoni	MCC	-0.0163782347512895	Holdout
EpitopeVec	S. mansoni	PPV	0.273921200750469	Holdout
EpitopeVec	S. mansoni	NPV	0.710402999062793	Holdout
EpitopeVec	S. mansoni	Sensitivity	0.320879120879121	Holdout
EpitopeVec	S. mansoni	Specificity	0.662008733624454	Holdout
EpitopeVec	S. mansoni	Balanced accuracy	0.491443927251788	Holdout
EpitopeVec	S. mansoni	Accuracy	0.565	Holdout
EpitopeVec	T. gondii	AUC	0.61957349581112	Holdout
EpitopeVec	T. gondii	F1	0.682291666666667	Holdout
EpitopeVec	T. gondii	MCC	0.0840143137830922	Holdout
EpitopeVec	T. gondii	PPV	0.71978021978022	Holdout
EpitopeVec	T. gondii	NPV	0.36036036036036	Holdout
EpitopeVec	T. gondii	Sensitivity	0.648514851485149	Holdout
EpitopeVec	T. gondii	Specificity	0.43956043956044	Holdout
EpitopeVec	T. gondii	Balanced accuracy	0.544037645522794	Holdout
EpitopeVec	T. gondii	Accuracy	0.583617747440273	Holdout
NPTransfer(ESM-1b)	B. pertussis	AUC	0.588340008900757	Holdout
NPTransfer(ESM-1b)	B. pertussis	F1	0.8359375	Holdout
NPTransfer(ESM-1b)	B. pertussis	MCC	0	Holdout
NPTransfer(ESM-1b)	B. pertussis	PPV	0.718120805369127	Holdout
NPTransfer(ESM-1b)	B. pertussis	NPV	0	Holdout
NPTransfer(ESM-1b)	B. pertussis	Sensitivity	1	Holdout
NPTransfer(ESM-1b)	B. pertussis	Specificity	0	Holdout
NPTransfer(ESM-1b)	B. pertussis	Balanced accuracy	0.5	Holdout
NPTransfer(ESM-1b)	B. pertussis	Accuracy	0.718120805369127	Holdout
NPTransfer(ESM-1b)	C. difficile	AUC	0.58426277730114	Holdout
NPTransfer(ESM-1b)	C. difficile	F1	0.170833333333333	Holdout
NPTransfer(ESM-1b)	C. difficile	MCC	0	Holdout
NPTransfer(ESM-1b)	C. difficile	PPV	0.0933940774487472	Holdout
NPTransfer(ESM-1b)	C. difficile	NPV	0	Holdout
NPTransfer(ESM-1b)	C. difficile	Sensitivity	1	Holdout
NPTransfer(ESM-1b)	C. difficile	Specificity	0	Holdout
NPTransfer(ESM-1b)	C. difficile	Balanced accuracy	0.5	Holdout
NPTransfer(ESM-1b)	C. difficile	Accuracy	0.0933940774487472	Holdout
NPTransfer(ESM-1b)	Corynebacterium	AUC	0.550154320987654	Holdout
NPTransfer(ESM-1b)	Corynebacterium	F1	0.359550561797753	Holdout
NPTransfer(ESM-1b)	Corynebacterium	MCC	-0.0220507752418897	Holdout
NPTransfer(ESM-1b)	Corynebacterium	PPV	0.457142857142857	Holdout
NPTransfer(ESM-1b)	Corynebacterium	NPV	0.518987341772152	Holdout
NPTransfer(ESM-1b)	Corynebacterium	Sensitivity	0.296296296296296	Holdout
NPTransfer(ESM-1b)	Corynebacterium	Specificity	0.683333333333333	Holdout
NPTransfer(ESM-1b)	Corynebacterium	Balanced accuracy	0.489814814814815	Holdout
NPTransfer(ESM-1b)	Corynebacterium	Accuracy	0.5	Holdout
NPTransfer(ESM-1b)	C. trachomatis	AUC	0.775484751506024	Holdout
NPTransfer(ESM-1b)	C. trachomatis	F1	0.711382113821138	Holdout
NPTransfer(ESM-1b)	C. trachomatis	MCC	0.439511088461213	Holdout
NPTransfer(ESM-1b)	C. trachomatis	PPV	0.741525423728813	Holdout
NPTransfer(ESM-1b)	C. trachomatis	NPV	0.698884758364312	Holdout
NPTransfer(ESM-1b)	C. trachomatis	Sensitivity	0.68359375	Holdout
NPTransfer(ESM-1b)	C. trachomatis	Specificity	0.755020080321285	Holdout
NPTransfer(ESM-1b)	C. trachomatis	Balanced accuracy	0.719306915160643	Holdout
NPTransfer(ESM-1b)	C. trachomatis	Accuracy	0.718811881188119	Holdout
NPTransfer(ESM-1b)	E. coli	AUC	0.830400338655056	Holdout
NPTransfer(ESM-1b)	E. coli	F1	0.874285714285714	Holdout
NPTransfer(ESM-1b)	E. coli	MCC	0.349229268676267	Holdout
NPTransfer(ESM-1b)	E. coli	PPV	0.788659793814433	Holdout
NPTransfer(ESM-1b)	E. coli	NPV	0.8	Holdout
NPTransfer(ESM-1b)	E. coli	Sensitivity	0.980769230769231	Holdout
NPTransfer(ESM-1b)	E. coli	Specificity	0.226415094339623	Holdout
NPTransfer(ESM-1b)	E. coli	Balanced accuracy	0.603592162554427	Holdout
NPTransfer(ESM-1b)	E. coli	Accuracy	0.789473684210526	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	AUC	0.728238713637921	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	F1	0.61941251596424	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	MCC	-0.11276508519086	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	PPV	0.459715639810427	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	NPV	0.212121212121212	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	Sensitivity	0.949119373776908	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	Specificity	0.0121317157712305	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	Balanced accuracy	0.480625544774069	Holdout
NPTransfer(ESM-1b)	Enterobacteriaceae	Accuracy	0.452205882352941	Holdout
NPTransfer(ESM-1b)	Filoviridae	AUC	0.966258081896552	Holdout
NPTransfer(ESM-1b)	Filoviridae	F1	0.742424242424242	Holdout
NPTransfer(ESM-1b)	Filoviridae	MCC	0.715986861403242	Holdout
NPTransfer(ESM-1b)	Filoviridae	PPV	0.662162162162162	Holdout
NPTransfer(ESM-1b)	Filoviridae	NPV	0.981854838709677	Holdout
NPTransfer(ESM-1b)	Filoviridae	Sensitivity	0.844827586206897	Holdout
NPTransfer(ESM-1b)	Filoviridae	Specificity	0.951171875	Holdout
NPTransfer(ESM-1b)	Filoviridae	Balanced accuracy	0.897999730603448	Holdout
NPTransfer(ESM-1b)	Filoviridae	Accuracy	0.940350877192982	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	AUC	0.59328752914112	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	F1	0.42911877394636	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	MCC	0.208733447042548	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	PPV	0.647398843930636	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	NPV	0.6013456686291	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Sensitivity	0.320916905444126	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Specificity	0.854241338112306	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Balanced accuracy	0.587579121778216	Holdout
NPTransfer(ESM-1b)	Human Gammaherpesvirus 4	Accuracy	0.611726384364821	Holdout
NPTransfer(ESM-1b)	Influenza A	AUC	0.631682577008856	Holdout
NPTransfer(ESM-1b)	Influenza A	F1	0.814262023217247	Holdout
NPTransfer(ESM-1b)	Influenza A	MCC	0.099241625856968	Holdout
NPTransfer(ESM-1b)	Influenza A	PPV	0.768388106416275	Holdout
NPTransfer(ESM-1b)	Influenza A	NPV	0.35042735042735	Holdout
NPTransfer(ESM-1b)	Influenza A	Sensitivity	0.865961199294533	Holdout
NPTransfer(ESM-1b)	Influenza A	Specificity	0.216931216931217	Holdout
NPTransfer(ESM-1b)	Influenza A	Balanced accuracy	0.541446208112875	Holdout
NPTransfer(ESM-1b)	Influenza A	Accuracy	0.703703703703704	Holdout
NPTransfer(ESM-1b)	Lentivirus	AUC	0.647683397683398	Holdout
NPTransfer(ESM-1b)	Lentivirus	F1	0.847058823529412	Holdout
NPTransfer(ESM-1b)	Lentivirus	MCC	0.468851732528178	Holdout
NPTransfer(ESM-1b)	Lentivirus	PPV	0.75	Holdout
NPTransfer(ESM-1b)	Lentivirus	NPV	0.878787878787879	Holdout
NPTransfer(ESM-1b)	Lentivirus	Sensitivity	0.972972972972973	Holdout
NPTransfer(ESM-1b)	Lentivirus	Specificity	0.376623376623377	Holdout
NPTransfer(ESM-1b)	Lentivirus	Balanced accuracy	0.674798174798175	Holdout
NPTransfer(ESM-1b)	Lentivirus	Accuracy	0.768888888888889	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	AUC	0.599479166666667	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	F1	0.64	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	MCC	0.197100608958778	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	PPV	0.533333333333333	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	NPV	0.682242990654206	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	Sensitivity	0.8	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	Specificity	0.380208333333333	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	Balanced accuracy	0.590104166666667	Holdout
NPTransfer(ESM-1b)	Measles morbilivirus	Accuracy	0.577348066298343	Holdout
NPTransfer(ESM-1b)	Mononegavirales	AUC	0.739081877652562	Holdout
NPTransfer(ESM-1b)	Mononegavirales	F1	0.547028274668205	Holdout
NPTransfer(ESM-1b)	Mononegavirales	MCC	0.208712700843372	Holdout
NPTransfer(ESM-1b)	Mononegavirales	PPV	0.38474025974026	Holdout
NPTransfer(ESM-1b)	Mononegavirales	NPV	0.885106382978723	Holdout
NPTransfer(ESM-1b)	Mononegavirales	Sensitivity	0.946107784431138	Holdout
NPTransfer(ESM-1b)	Mononegavirales	Specificity	0.215320910973085	Holdout
NPTransfer(ESM-1b)	Mononegavirales	Balanced accuracy	0.580714347702111	Holdout
NPTransfer(ESM-1b)	Mononegavirales	Accuracy	0.464894342194956	Holdout
NPTransfer(ESM-1b)	M. tuberculosis	AUC	0.559649714437102	Holdout
NPTransfer(ESM-1b)	M. tuberculosis	F1	0.57760663507109	Holdout
NPTransfer(ESM-1b)	M. tuberculosis	MCC	-0.0556824775315637	Holdout
